date,balance,non-trade,cumm_pnl,daily_return,cumm_returns*
2020-10-09,220548.06,100000.0,120548.06,2.0707,84.55339
2020-10-10,220548.06,100000.0,120548.06,0.0,84.55339
2020-10-11,220548.06,100000.0,120548.06,0.0,84.55339
2020-10-12,231535.94,100000.0,131535.94,4.98208,89.53547
2020-10-13,229321.14,100000.0,129321.14,-0.95657,88.5789
2020-10-14,229321.14,100000.0,129321.14,0.0,88.5789
2020-10-15,228555.61,100000.0,128555.61,-0.33382,88.24508
2020-10-16,228555.61,100000.0,128555.61,0.0,88.24508
2020-10-17,228555.61,100000.0,128555.61,0.0,88.24508
2020-10-18,228555.61,100000.0,128555.61,0.0,88.24508
2020-10-19,228422.89,100000.0,128422.89,-0.05807,88.18701
2020-10-20,229228.68,100000.0,129228.68,0.35276,88.53977
2020-10-21,221546.11,100000.0,121546.11,-3.35149,85.18828
2020-10-22,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-23,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-24,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-25,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-26,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-27,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-28,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-29,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-30,221546.11,100000.0,121546.11,0.0,85.18828
2020-10-31,221546.11,100000.0,121546.11,0.0,85.18828
2020-11-01,221546.11,100000.0,121546.11,0.0,85.18828
2020-11-02,221121.86,100000.0,121121.86,-0.1915,84.99679
2020-11-03,221121.86,100000.0,121121.86,0.0,84.99679
2020-11-04,221121.86,100000.0,121121.86,0.0,84.99679
2020-11-05,211294.51,100000.0,111294.51,-4.44431,80.55247
2020-11-06,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-07,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-08,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-09,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-10,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-11,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-12,211294.51,100000.0,111294.51,0.0,80.55247
2020-11-13,203109.85,100000.0,103109.85,-3.87358,76.67889
2020-11-14,203109.85,100000.0,103109.85,0.0,76.67889
2020-11-15,203109.85,100000.0,103109.85,0.0,76.67889
2020-11-16,203467.54,100000.0,103467.54,0.17611,76.855
2020-11-17,203467.54,100000.0,103467.54,0.0,76.855
2020-11-18,197972.3,100000.0,97972.3,-2.70079,74.15421
2020-11-19,198351.45,100000.0,98351.45,0.19152,74.34572
2020-11-20,199326.65,100000.0,99326.65,0.49165,74.83738
2020-11-21,199326.65,100000.0,99326.65,0.0,74.83738
2020-11-22,199326.65,100000.0,99326.65,0.0,74.83738
2020-11-23,202575.87,100000.0,102575.87,1.6301,76.46747
2020-11-24,202975.18,100000.0,102975.18,0.19712,76.66459
2020-11-25,202975.18,100000.0,102975.18,0.0,76.66459
2020-11-26,203631.2,100000.0,103631.2,0.3232,76.98779
2020-11-27,203631.2,100000.0,103631.2,0.0,76.98779
2020-11-28,203631.2,100000.0,103631.2,0.0,76.98779
2020-11-29,203631.2,100000.0,103631.2,0.0,76.98779
2020-11-30,204847.67,100000.0,104847.67,0.59739,77.58518
2020-12-01,208912.66,100000.0,108912.66,1.9844,79.56958
2020-12-02,208912.66,100000.0,108912.66,0.0,79.56958
2020-12-03,208912.66,100000.0,108912.66,0.0,79.56958
2020-12-04,208912.66,100000.0,108912.66,0.0,79.56958
2020-12-05,208912.66,100000.0,108912.66,0.0,79.56958
2020-12-06,208912.66,100000.0,108912.66,0.0,79.56958
2020-12-07,208912.66,100000.0,108912.66,0.0,79.56958
2020-12-08,207687.56,100000.0,107687.56,-0.58642,78.98316
2020-12-09,208398.66,100000.0,108398.66,0.34239,79.32555
2020-12-10,208398.66,100000.0,108398.66,0.0,79.32555
2020-12-11,211283.61,100000.0,111283.61,1.38434,80.70989
2020-12-12,211283.61,100000.0,111283.61,0.0,80.70989
2020-12-13,211283.61,100000.0,111283.61,0.0,80.70989
2020-12-14,201336.86,100000.0,101336.86,-4.70777,76.00212
2020-12-15,201336.86,100000.0,101336.86,0.0,76.00212
2020-12-16,212547.16,100000.0,112547.16,5.56793,81.57005
2020-12-17,230580.23,100000.0,130580.23,8.48427,90.05432
2020-12-18,232714.33,100000.0,132714.33,0.92553,90.97985
2020-12-19,233643.86,100000.0,133643.86,0.39943,91.37928
2020-12-20,234960.47,100000.0,134960.47,0.56351,91.9428
2020-12-21,236197.6,100000.0,136197.6,0.52653,92.46932
2020-12-22,236197.6,100000.0,136197.6,0.0,92.46932
2020-12-23,240147.01,100000.0,140147.01,1.67208,94.1414
2020-12-24,242517.34,100000.0,142517.34,0.98703,95.12843
2020-12-25,242517.34,100000.0,142517.34,0.0,95.12843
2020-12-26,242517.34,100000.0,142517.34,0.0,95.12843
2020-12-27,216180.08,100000.0,116180.08,-10.85995,84.26849
2020-12-28,219435.7,100000.0,119435.7,1.50598,85.77446
2020-12-29,221856.69,100000.0,121856.69,1.10328,86.87774
2020-12-30,222894.62,100000.0,122894.62,0.46784,87.34558
2020-12-31,222894.62,100000.0,122894.62,0.0,87.34558
2021-01-01,222894.62,100000.0,122894.62,0.0,87.34558
2021-01-02,212086.19,100000.0,112086.19,-4.84912,82.49646
2021-01-03,212086.19,100000.0,112086.19,0.0,82.49646
2021-01-04,208472.68,100000.0,108472.68,-1.70379,80.79266
2021-01-05,208472.68,100000.0,108472.68,0.0,80.79266
2021-01-06,194052.5,100000.0,94052.5,-6.91706,73.87561
2021-01-07,196271.64,100000.0,96271.64,1.14358,75.01918
2021-01-08,197214.7,100000.0,97214.7,0.48049,75.49967
2021-01-09,199338.94,100000.0,99338.94,1.07712,76.57679
2021-01-10,204238.31,100000.0,104238.31,2.45781,79.0346
2021-01-11,205033.37,100000.0,105033.37,0.38928,79.42388
2021-01-12,208283.73,100000.0,108283.73,1.58528,81.00916
2021-01-13,209174.0,100000.0,109174.0,0.42743,81.43659
2021-01-14,209174.0,100000.0,109174.0,0.0,81.43659
2021-01-15,209174.0,100000.0,109174.0,0.0,81.43659
2021-01-16,212051.41,100000.0,112051.41,1.37561,82.8122
2021-01-17,217627.32,100000.0,117627.32,2.62951,85.44171
2021-01-18,218934.85,100000.0,118934.85,0.60081,86.04252
2021-01-19,218934.85,100000.0,118934.85,0.0,86.04252
2021-01-20,218934.85,100000.0,118934.85,0.0,86.04252
2021-01-21,220265.85,100000.0,120265.85,0.60794,86.65046
2021-01-22,222485.1,100000.0,122485.1,1.00753,87.658
2021-01-23,224034.19,100000.0,124034.19,0.69627,88.35426
2021-01-24,225576.23,100000.0,125576.23,0.68831,89.04257
2021-01-25,227146.15,100000.0,127146.15,0.69596,89.73853
2021-01-26,232127.58,100000.0,132127.58,2.19305,91.93158
2021-01-27,235645.58,100000.0,135645.58,1.51555,93.44712
2021-01-28,237780.16,100000.0,137780.16,0.90584,94.35297
2021-01-29,236472.61,100000.0,136472.61,-0.5499,93.80307
2021-01-30,238979.35,100000.0,138979.35,1.06006,94.86312
2021-01-31,239930.76,100000.0,139930.76,0.39811,95.26124
2021-02-01,240746.48,100000.0,140746.48,0.33998,95.60122
2021-02-02,240746.48,100000.0,140746.48,0.0,95.60122
2021-02-03,245655.71,100000.0,145655.71,2.03917,97.64039
2021-02-04,243012.2,100000.0,143012.2,-1.0761,96.56429
2021-02-05,243012.2,100000.0,143012.2,0.0,96.56429
2021-02-06,221471.63,100000.0,121471.63,-8.86399,87.7003
2021-02-07,221471.63,100000.0,121471.63,0.0,87.7003
2021-02-08,231467.28,100000.0,131467.28,4.51329,92.21359
2021-02-09,240366.12,100000.0,140366.12,3.84453,96.05812
2021-02-10,240366.12,100000.0,140366.12,0.0,96.05812
2021-02-11,246022.84,100000.0,146022.84,2.35338,98.4115
2021-02-12,246022.84,100000.0,146022.84,0.0,98.4115
2021-02-13,246022.84,100000.0,146022.84,0.0,98.4115
2021-02-14,246926.63,100000.0,146926.63,0.36736,98.77886
2021-02-15,245225.9,100000.0,145225.9,-0.68876,98.0901
2021-02-16,245225.9,100000.0,145225.9,0.0,98.0901
2021-02-17,245225.9,100000.0,145225.9,0.0,98.0901
2021-02-18,248295.96,100000.0,148295.96,1.25193,99.34203
2021-02-19,250261.54,100000.0,150261.54,0.79163,100.13366
2021-02-20,256947.25,100000.0,156947.25,2.67149,102.80515
2021-02-21,259562.14,100000.0,159562.14,1.01768,103.82282
2021-02-22,259613.02,100000.0,159613.02,0.0196,103.84242
2021-02-23,273196.76,100000.0,173196.76,5.2323,109.07473
2021-02-24,275576.99,100000.0,175576.99,0.87125,109.94598
2021-02-25,279993.54,100000.0,179993.54,1.60266,111.54863
2021-02-26,286448.97,100000.0,186448.97,2.30556,113.8542
2021-02-27,290830.79,100000.0,190830.79,1.5297,115.3839
2021-02-28,290830.79,100000.0,190830.79,0.0,115.3839
2021-03-01,292019.19,100000.0,192019.19,0.40862,115.79252
2021-03-02,292019.19,100000.0,192019.19,0.0,115.79252
2021-03-03,292019.19,100000.0,192019.19,0.0,115.79252
2021-03-04,292019.19,100000.0,192019.19,0.0,115.79252
2021-03-05,292019.19,100000.0,192019.19,0.0,115.79252
2021-03-06,292971.98,100000.0,192971.98,0.32628,116.1188
2021-03-07,292971.98,100000.0,192971.98,0.0,116.1188
2021-03-08,292971.98,100000.0,192971.98,0.0,116.1188
2021-03-09,295263.98,100000.0,195263.98,0.78233,116.90113
2021-03-10,274471.33,100000.0,174471.33,-7.04205,109.85907
2021-03-11,250661.96,100000.0,150661.96,-8.67463,101.18444
2021-03-12,252269.52,100000.0,152269.52,0.64133,101.82577
2021-03-13,252269.52,100000.0,152269.52,0.0,101.82577
2021-03-14,254528.95,100000.0,154528.95,0.89564,102.72141
2021-03-15,254528.95,100000.0,154528.95,0.0,102.72141
2021-03-16,254888.45,100000.0,154888.45,0.14124,102.86265
2021-03-17,253307.25,100000.0,153307.25,-0.62035,102.2423
2021-03-18,251280.02,100000.0,151280.02,-0.8003,101.442
2021-03-19,251280.02,100000.0,151280.02,0.0,101.442
2021-03-20,251280.02,100000.0,151280.02,0.0,101.442
2021-03-21,251181.6,100000.0,151181.6,-0.03917,101.40283
2021-03-22,251181.6,100000.0,151181.6,0.0,101.40283
2021-03-23,250766.08,100000.0,150766.08,-0.16543,101.23741
2021-03-24,243825.1,100000.0,143825.1,-2.76791,98.4695
2021-03-25,245787.55,100000.0,145787.55,0.80486,99.27435
2021-03-26,243794.96,100000.0,143794.96,-0.8107,98.46366
2021-03-27,243794.96,100000.0,143794.96,0.0,98.46366
2021-03-28,243402.76,100000.0,143402.76,-0.16087,98.30279
2021-03-29,243402.76,100000.0,143402.76,0.0,98.30279
2021-03-30,244596.25,100000.0,144596.25,0.49034,98.79312
2021-03-31,244596.25,100000.0,144596.25,0.0,98.79312
2021-04-01,247199.65,100000.0,147199.65,1.06437,99.85749
2021-04-02,246681.27,100000.0,146681.27,-0.2097,99.64779
2021-04-03,246681.27,100000.0,146681.27,0.0,99.64779
2021-04-04,244928.72,100000.0,144928.72,-0.71045,98.93734
2021-04-05,244928.72,100000.0,144928.72,0.0,98.93734
2021-04-06,240698.92,100000.0,140698.92,-1.72695,97.21038
2021-04-07,243066.37,100000.0,143066.37,0.98357,98.19396
2021-04-08,242747.65,100000.0,142747.65,-0.13112,98.06283
2021-04-09,242141.89,100000.0,142141.89,-0.24954,97.81329
2021-04-10,241099.43,100000.0,141099.43,-0.43052,97.38277
2021-04-11,239370.24,100000.0,139370.24,-0.71721,96.66556
2021-04-12,239370.24,100000.0,139370.24,0.0,96.66556
2021-04-13,242275.25,100000.0,142275.25,1.21361,97.87917
2021-04-14,243677.85,100000.0,143677.85,0.57893,98.4581
2021-04-15,245969.8,100000.0,145969.8,0.94057,99.39866
2021-04-16,243219.46,100000.0,143219.46,-1.11816,98.2805
2021-04-17,242188.37,100000.0,142188.37,-0.42393,97.85657
2021-04-18,249465.18,100000.0,149465.18,3.00461,100.86117
2021-04-19,249465.18,100000.0,149465.18,0.0,100.86117
2021-04-20,249465.18,100000.0,149465.18,0.0,100.86117
2021-04-21,249465.18,100000.0,149465.18,0.0,100.86117
2021-04-22,250274.93,100000.0,150274.93,0.32459,101.18577
2021-04-23,257624.24,100000.0,157624.24,2.93649,104.12226
2021-04-24,259637.74,100000.0,159637.74,0.78156,104.90383
2021-04-25,260737.31,100000.0,160737.31,0.4235,105.32733
2021-04-26,263167.22,100000.0,163167.22,0.93194,106.25927
2021-04-27,263167.22,100000.0,163167.22,0.0,106.25927
2021-04-28,263167.22,100000.0,163167.22,0.0,106.25927
2021-04-29,265916.2,100000.0,165916.2,1.04458,107.30384
2021-04-30,266689.16,100000.0,166689.16,0.29068,107.59452
2021-05-01,266994.12,100000.0,166994.12,0.11435,107.70887
2021-05-02,267648.08,100000.0,167648.08,0.24493,107.95381
2021-05-03,267648.08,100000.0,167648.08,0.0,107.95381
2021-05-04,268385.68,100000.0,168385.68,0.27559,108.22939
2021-05-05,270133.76,100000.0,170133.76,0.65133,108.88072
2021-05-06,270620.61,100000.0,170620.61,0.18023,109.06095
2021-05-07,270620.61,100000.0,170620.61,0.0,109.06095
2021-05-08,271593.46,100000.0,171593.46,0.35949,109.42044
2021-05-09,273101.85,100000.0,173101.85,0.55539,109.97582
2021-05-10,274579.89,100000.0,174579.89,0.5412,110.51703
2021-05-11,276544.72,100000.0,176544.72,0.71558,111.2326
2021-05-12,277545.24,100000.0,177545.24,0.36179,111.5944
2021-05-13,280702.97,100000.0,180702.97,1.13774,112.73213
2021-05-14,283547.69,100000.0,183547.69,1.01343,113.74556
2021-05-15,286931.41,100000.0,186931.41,1.19335,114.93891
2021-05-16,290864.03,100000.0,190864.03,1.37058,116.30949
2021-05-17,298937.69,100000.0,198937.69,2.77575,119.08524
2021-05-18,300204.15,100000.0,200204.15,0.42365,119.50889
2021-05-19,256499.17,100000.0,156499.17,-14.55842,104.95047
2021-05-20,260974.59,100000.0,160974.59,1.74481,106.69528
2021-05-21,264016.97,100000.0,164016.97,1.16578,107.86106
2021-05-22,267792.92,100000.0,167792.92,1.43019,109.29125
2021-05-23,269759.61,100000.0,169759.61,0.73441,110.02566
2021-05-24,273115.78,100000.0,173115.78,1.24413,111.26979
2021-05-25,273115.78,100000.0,173115.78,0.0,111.26979
2021-05-26,273115.78,100000.0,173115.78,0.0,111.26979
2021-05-27,273115.78,100000.0,173115.78,0.0,111.26979
2021-05-28,277343.74,100000.0,177343.74,1.54805,112.81784
2021-05-29,282437.61,100000.0,182437.61,1.83666,114.6545
2021-05-30,284708.03,100000.0,184708.03,0.80387,115.45837
2021-05-31,284821.96,100000.0,184821.96,0.04002,115.49838
2021-06-01,284821.96,100000.0,184821.96,0.0,115.49838
2021-06-02,284821.96,100000.0,184821.96,0.0,115.49838
2021-06-03,285279.12,100000.0,185279.12,0.16051,115.65889
2021-06-04,287528.3,100000.0,187528.3,0.78841,116.4473
2021-06-05,284376.33,100000.0,184376.33,-1.09623,115.35107
2021-06-06,286343.01,100000.0,186343.01,0.69158,116.04265
2021-06-07,286468.51,100000.0,186468.51,0.04383,116.08648
2021-06-08,294684.95,100000.0,194684.95,2.86818,118.95466
2021-06-09,289378.75,100000.0,189378.75,-1.80063,117.15403
2021-06-10,291207.27,100000.0,191207.27,0.63188,117.78591
2021-06-11,291207.27,100000.0,191207.27,0.0,117.78591
2021-06-12,291207.27,100000.0,191207.27,0.0,117.78591
2021-06-13,289826.95,100000.0,189826.95,-0.474,117.31191
2021-06-14,290489.2,100000.0,190489.2,0.2285,117.5404
2021-06-15,290323.14,100000.0,190323.14,-0.05717,117.48324
2021-06-16,290323.14,100000.0,190323.14,0.0,117.48324
2021-06-17,289203.74,100000.0,189203.74,-0.38557,117.09767
2021-06-18,290975.57,100000.0,190975.57,0.61266,117.71033
2021-06-19,291633.48,100000.0,191633.48,0.2261,117.93643
2021-06-20,302085.97,100000.0,202085.97,3.58412,121.52055
2021-06-21,302085.97,100000.0,202085.97,0.0,121.52055
2021-06-22,310990.67,100000.0,210990.67,2.94774,124.46829
2021-06-23,310990.67,100000.0,210990.67,0.0,124.46829
2021-06-24,309072.08,100000.0,209072.08,-0.61693,123.85136
2021-06-25,307105.76,100000.0,207105.76,-0.6362,123.21516
2021-06-26,308394.41,100000.0,208394.41,0.41961,123.63477
2021-06-27,308394.41,100000.0,208394.41,0.0,123.63477
2021-06-28,307664.08,100000.0,207664.08,-0.23682,123.39795
2021-06-29,311621.13,100000.0,211621.13,1.28616,124.68411
2021-06-30,311891.89,100000.0,211891.89,0.08689,124.771
2021-07-01,312171.4,100000.0,212171.4,0.08962,124.86062
2021-07-02,312171.4,100000.0,212171.4,0.0,124.86062
2021-07-03,312171.4,100000.0,212171.4,0.0,124.86062
2021-07-04,310575.52,100000.0,210575.52,-0.51122,124.3494
2021-07-05,310575.52,100000.0,210575.52,0.0,124.3494
2021-07-06,302138.6,100000.0,202138.6,-2.71654,121.63285
2021-07-07,302035.29,100000.0,202035.29,-0.03419,121.59866
2021-07-08,300122.24,100000.0,200122.24,-0.63339,120.96527
2021-07-09,305660.36,100000.0,205660.36,1.84529,122.81056
2021-07-10,305660.36,100000.0,205660.36,0.0,122.81056
2021-07-11,304098.4,100000.0,204098.4,-0.51101,122.29955
2021-07-12,302159.05,100000.0,202159.05,-0.63774,121.66181
2021-07-13,303372.78,100000.0,203372.78,0.40169,122.0635
2021-07-14,296657.85,100000.0,196657.85,-2.21343,119.85007
2021-07-15,298708.43,100000.0,198708.43,0.69123,120.5413
2021-07-16,301613.29,100000.0,201613.29,0.97247,121.51377
2021-07-17,301613.29,100000.0,201613.29,0.0,121.51377
2021-07-18,301613.29,100000.0,201613.29,0.0,121.51377
2021-07-19,301613.29,100000.0,201613.29,0.0,121.51377
2021-07-20,308431.41,100000.0,208431.41,2.26055,123.77432
2021-07-21,304064.08,100000.0,204064.08,-1.41598,122.35834
2021-07-22,310848.56,100000.0,210848.56,2.23127,124.58961
2021-07-23,313417.61,100000.0,213417.61,0.82646,125.41607
2021-07-24,313417.61,100000.0,213417.61,0.0,125.41607
2021-07-25,323686.51,100000.0,223686.51,3.27643,128.6925
2021-07-26,352701.41,100000.0,252701.41,8.96389,137.65639
2021-07-27,343151.19,100000.0,243151.19,-2.70774,134.94865
2021-07-28,343151.19,100000.0,243151.19,0.0,134.94865
2021-07-29,346364.26,100000.0,246364.26,0.93634,135.885
2021-07-30,348721.12,100000.0,248721.12,0.68046,136.56545
2021-07-31,349523.12,100000.0,249523.12,0.22998,136.79544
2021-08-01,352947.46,100000.0,252947.46,0.97972,137.77516
2021-08-02,354958.49,100000.0,254958.49,0.56978,138.34494
2021-08-03,354958.49,100000.0,254958.49,0.0,138.34494
2021-08-04,354958.49,100000.0,254958.49,0.0,138.34494
2021-08-05,356542.69,100000.0,256542.69,0.44631,138.79124
2021-08-06,357389.54,100000.0,257389.54,0.23752,139.02876
2021-08-07,357389.54,100000.0,257389.54,0.0,139.02876
2021-08-08,357389.54,100000.0,257389.54,0.0,139.02876
2021-08-09,358889.66,100000.0,258889.66,0.41974,139.4485
2021-08-10,358889.66,100000.0,258889.66,0.0,139.4485
2021-08-11,358889.66,100000.0,258889.66,0.0,139.4485
2021-08-12,358889.66,100000.0,258889.66,0.0,139.4485
2021-08-13,336951.38,100000.0,236951.38,-6.11282,133.33568
2021-08-14,337263.36,100000.0,237263.36,0.09259,133.42827
2021-08-15,337263.36,100000.0,237263.36,0.0,133.42827
2021-08-16,338863.78,100000.0,238863.78,0.47453,133.9028
2021-08-17,338863.78,100000.0,238863.78,0.0,133.9028
2021-08-18,338863.78,100000.0,238863.78,0.0,133.9028
2021-08-19,338863.78,100000.0,238863.78,0.0,133.9028
2021-08-20,339625.38,100000.0,239625.38,0.22475,134.12755
2021-08-21,341457.11,100000.0,241457.11,0.53934,134.66689
2021-08-22,344079.96,100000.0,244079.96,0.76813,135.43503
2021-08-23,344596.28,100000.0,244596.28,0.15006,135.58509
2021-08-24,344596.28,100000.0,244596.28,0.0,135.58509
2021-08-25,344926.29,100000.0,244926.29,0.09577,135.68085
2021-08-26,345736.0,100000.0,245736.0,0.23475,135.9156
2021-08-27,345736.0,100000.0,245736.0,0.0,135.9156
2021-08-28,345736.0,100000.0,245736.0,0.0,135.9156
2021-08-29,344384.13,100000.0,244384.13,-0.39101,135.52459
2021-08-30,344778.42,100000.0,244778.42,0.11449,135.63908
2021-08-31,344778.42,100000.0,244778.42,0.0,135.63908
2021-09-01,344778.42,100000.0,244778.42,0.0,135.63908
2021-09-02,344675.89,100000.0,244675.89,-0.02974,135.60934
2021-09-03,342910.62,100000.0,242910.62,-0.51215,135.09719
2021-09-04,341198.64,100000.0,241198.64,-0.49925,134.59794
2021-09-05,341753.36,100000.0,241753.36,0.16258,134.76052
2021-09-06,343515.71,100000.0,243515.71,0.51568,135.2762
2021-09-07,374706.26,100000.0,274706.26,9.0798,144.356
2021-09-08,382734.01,100000.0,282734.01,2.14241,146.49841
2021-09-09,387185.8,100000.0,287185.8,1.16316,147.66157
2021-09-10,395160.53,100000.0,295160.53,2.05966,149.72123
2021-09-11,397273.75,100000.0,297273.75,0.53478,150.25601
2021-09-12,398557.58,100000.0,298557.58,0.32316,150.57917
2021-09-13,402516.51,100000.0,302516.51,0.99331,151.57248
2021-09-14,404826.84,100000.0,304826.84,0.57397,152.14645
2021-09-15,404826.84,100000.0,304826.84,0.0,152.14645
2021-09-16,407220.06,100000.0,307220.06,0.59117,152.73762
2021-09-17,404761.86,100000.0,304761.86,-0.60365,152.13397
2021-09-18,405214.53,100000.0,305214.53,0.11184,152.24581
2021-09-19,408650.09,100000.0,308650.09,0.84784,153.09364
2021-09-20,417067.14,100000.0,317067.14,2.05972,155.15336
2021-09-21,442000.72,100000.0,342000.72,5.97831,161.13168
2021-09-22,442000.72,100000.0,342000.72,0.0,161.13168
2021-09-23,441450.59,100000.0,341450.59,-0.12446,161.00721
2021-09-24,441450.59,100000.0,341450.59,0.0,161.00721
2021-09-25,443375.19,100000.0,343375.19,0.43597,161.44319
2021-09-26,446666.92,100000.0,346666.92,0.74243,162.18561
2021-09-27,448407.45,100000.0,348407.45,0.38967,162.57528
2021-09-28,453461.35,100000.0,353461.35,1.12708,163.70236
2021-09-29,453461.35,100000.0,353461.35,0.0,163.70236
2021-09-30,461088.23,100000.0,361088.23,1.68193,165.38428
2021-10-01,484234.95,100000.0,384234.95,5.02002,170.4043
2021-10-02,488136.54,100000.0,388136.54,0.80572,171.21003
2021-10-03,489163.68,100000.0,389163.68,0.21042,171.42045
2021-10-04,492031.95,100000.0,392031.95,0.58636,172.00681
2021-10-05,464527.66,100000.0,364527.66,-5.58994,166.41687
2021-10-06,465370.06,100000.0,365370.06,0.18135,166.59822
2021-10-07,465370.06,100000.0,365370.06,0.0,166.59822
2021-10-08,465370.06,100000.0,365370.06,0.0,166.59822
2021-10-09,466531.24,100000.0,366531.24,0.24952,166.84773
2021-10-10,471433.28,100000.0,371433.28,1.05074,167.89848
2021-10-11,468398.28,100000.0,368398.28,-0.64378,167.25469
2021-10-12,468398.28,100000.0,368398.28,0.0,167.25469
2021-10-13,468398.28,100000.0,368398.28,0.0,167.25469
2021-10-14,477927.78,100000.0,377927.78,2.03449,169.28918
2021-10-15,453466.22,100000.0,353466.22,-5.11825,164.17093
2021-10-16,456884.09,100000.0,356884.09,0.75372,164.92465
2021-10-17,464952.03,100000.0,364952.03,1.76586,166.69051
2021-10-18,464560.01,100000.0,364560.01,-0.08431,166.60619
2021-10-19,464560.01,100000.0,364560.01,0.0,166.60619
2021-10-20,464560.01,100000.0,364560.01,0.0,166.60619
2021-10-21,464890.35,100000.0,364890.35,0.07111,166.6773
2021-10-22,467569.36,100000.0,367569.36,0.57627,167.25357
2021-10-23,470296.89,100000.0,370296.89,0.58334,167.83691
2021-10-24,475793.52,100000.0,375793.52,1.16876,169.00567
2021-10-25,479596.02,100000.0,379596.02,0.79919,169.80486
2021-10-26,483103.22,100000.0,383103.22,0.73128,170.53614
2021-10-27,485739.28,100000.0,385739.28,0.54565,171.08179
2021-10-28,490168.7,100000.0,390168.7,0.91189,171.99369
2021-10-29,494473.13,100000.0,394473.13,0.87815,172.87184
2021-10-30,497928.62,100000.0,397928.62,0.69882,173.57066
2021-10-31,502224.35,100000.0,402224.35,0.86272,174.43338
2021-11-01,502224.35,100000.0,402224.35,0.0,174.43338
2021-11-02,499070.1,100000.0,399070.1,-0.62806,173.80533
2021-11-03,499023.5,100000.0,399023.5,-0.00934,173.79599
2021-11-04,495601.1,100000.0,395601.1,-0.68582,173.11017
2021-11-05,495231.26,100000.0,395231.26,-0.07462,173.03554
2021-11-06,497132.68,100000.0,397132.68,0.38395,173.41949
2021-11-07,493849.89,100000.0,393849.89,-0.66034,172.75915
2021-11-08,501002.97,100000.0,401002.97,1.44843,174.20758
2021-11-09,505670.58,100000.0,405670.58,0.93165,175.13923
2021-11-10,493092.94,100000.0,393092.94,-2.48732,172.65191
2021-11-11,493092.94,100000.0,393092.94,0.0,172.65191
2021-11-12,493092.94,100000.0,393092.94,0.0,172.65191
2021-11-13,495318.82,100000.0,395318.82,0.45141,173.10332
2021-11-14,497985.42,100000.0,397985.42,0.53836,173.64168
2021-11-15,494740.64,100000.0,394740.64,-0.65158,172.9901
2021-11-16,503596.95,100000.0,403596.95,1.79009,174.78019
2021-11-17,503596.95,100000.0,403596.95,0.0,174.78019
2021-11-18,519855.22,100000.0,419855.22,3.22843,178.00862
2021-11-19,526712.86,100000.0,426712.86,1.31914,179.32777
2021-11-20,526712.86,100000.0,426712.86,0.0,179.32777
2021-11-21,522763.53,100000.0,422763.53,-0.74981,178.57796
2021-11-22,525115.26,100000.0,425115.26,0.44986,179.02783
2021-11-23,525115.26,100000.0,425115.26,0.0,179.02783
2021-11-24,527799.87,100000.0,427799.87,0.51124,179.53907
2021-11-25,524726.27,100000.0,424726.27,-0.58234,178.95673
2021-11-26,520507.22,100000.0,420507.22,-0.80405,178.15268
2021-11-27,535865.23,100000.0,435865.23,2.95059,181.10326
2021-11-28,537185.76,100000.0,437185.76,0.24643,181.34969
2021-11-29,532137.46,100000.0,432137.46,-0.93977,180.40992
2021-11-30,532137.46,100000.0,432137.46,0.0,180.40992
2021-12-01,532137.46,100000.0,432137.46,0.0,180.40992
2021-12-02,531670.0,100000.0,431670.0,-0.08785,180.32208
2021-12-03,533619.08,100000.0,433619.08,0.3666,180.68867
2021-12-04,518028.87,100000.0,418028.87,-2.9216,177.76708
2021-12-05,518028.87,100000.0,418028.87,0.0,177.76708
2021-12-06,516780.67,100000.0,416780.67,-0.24095,177.52612
2021-12-07,519584.8,100000.0,419584.8,0.54262,178.06874
2021-12-08,519584.8,100000.0,419584.8,0.0,178.06874
2021-12-09,516424.16,100000.0,416424.16,-0.6083,177.46044
2021-12-10,516424.16,100000.0,416424.16,0.0,177.46044
2021-12-11,522448.44,100000.0,422448.44,1.16654,178.62697
2021-12-12,519275.35,100000.0,419275.35,-0.60735,178.01963
2021-12-13,520719.59,100000.0,420719.59,0.27813,178.29775
2021-12-14,521205.03,100000.0,421205.03,0.09322,178.39098
2021-12-15,521205.03,100000.0,421205.03,0.0,178.39098
2021-12-16,518391.87,100000.0,418391.87,-0.53974,177.85123
2021-12-17,518391.87,100000.0,418391.87,0.0,177.85123
2021-12-18,517744.99,100000.0,417744.99,-0.12479,177.72645
2021-12-19,514509.23,100000.0,414509.23,-0.62497,177.10148
2021-12-20,514509.23,100000.0,414509.23,0.0,177.10148
